campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
programmable tertiary installation,2022-11-22,2024-04-17,20983.45,0.22,webinar,b2c,promotion,0.94,714628.56,693645.1100000001,2022,11,4,2024,4,2,Rendimiento medio,Rendimiento medio,22322.81914893617,0,0,1,0,1,0
reverse-engineered multi-state standardization,2022-09-05,2023-10-10,23498.46,0.12,podcast,b2c,organic,0.32,659782.2,636283.74,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,73432.6875,0,0,0,0,1,0
versatile systemic matrices,2023-03-18,2023-11-03,40761.62,0.75,email,b2b,referral,0.74,549518.67,508757.05000000005,2023,3,1,2023,11,4,Alto rendimiento,Alto rendimiento,55083.27027027027,0,1,1,0,1,0
polarized client-driven moratorium,2023-01-25,2023-08-16,50624.24,0.13,webinar,b2c,referral,0.58,14079.6,-36544.64,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,87283.1724137931,0,0,1,0,1,0
implemented neutral algorithm,2023-05-31,2024-05-04,29528.87,0.19,podcast,b2c,promotion,0.78,550470.56,520941.69000000006,2023,5,2,2024,5,2,Rendimiento medio,Rendimiento medio,37857.52564102564,0,0,1,0,1,0
enterprise-wide impactful installation,2023-07-26,2024-02-23,71620.59,0.23,email,b2c,referral,0.38,872243.42,800622.8300000001,2023,7,3,2024,2,1,Rendimiento medio,Rendimiento medio,188475.23684210525,0,0,0,0,1,0
managed regional process improvement,2023-06-14,2023-09-19,65007.53,0.7,email,b2b,promotion,0.99,429137.69,364130.16000000003,2023,6,2,2023,9,3,Alto rendimiento,Alto rendimiento,65664.17171717172,0,1,1,0,0,0
vision-oriented incremental website,2023-02-28,2024-04-26,88865.19,0.67,email,b2b,referral,0.4,379377.93,290512.74,2023,2,1,2024,4,2,Rendimiento medio,Rendimiento medio,222162.975,0,1,0,0,1,0
compatible global graphical user interface,2023-07-05,2024-05-05,29838.85,0.79,webinar,b2c,paid,0.4,723242.82,693403.97,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,74597.12499999999,0,1,0,1,1,0
up-sized web-enabled flexibility,2022-09-24,2024-06-08,82727.29,0.91,podcast,b2b,organic,0.21,804001.71,721274.4199999999,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,393939.47619047615,0,1,0,0,1,0
user-centric intermediate website,2023-03-04,2023-11-09,40776.29,0.64,email,b2c,promotion,0.2,833389.82,792613.5299999999,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,203881.44999999998,0,1,0,0,1,0
multi-tiered asynchronous model,2022-08-26,2024-01-03,28192.89,0.33,social media,b2c,organic,0.1,892332.18,864139.29,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,281928.89999999997,0,0,0,0,1,0
function-based homogeneous productivity,2022-10-28,2024-05-04,11711.34,0.26,social media,b2b,organic,0.26,975549.34,963838.0,2022,10,4,2024,5,2,Rendimiento medio,Rendimiento medio,45043.61538461538,0,0,0,0,1,0
persevering tertiary solution,2022-12-24,2023-12-07,46790.73,0.3,social media,b2c,promotion,0.79,808758.89,761968.16,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,59228.77215189874,0,0,1,0,1,0
expanded 3rdgeneration synergy,2022-10-08,2024-07-09,43946.75,0.14,email,b2b,paid,0.0,739069.46,695122.71,2022,10,4,2024,7,3,Bajo rendimiento,Bajo rendimiento,inf,0,0,0,1,1,0
stand-alone web-enabled array,2022-09-10,2023-11-24,49546.42,0.62,social media,b2c,organic,0.26,837766.38,788219.96,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,190563.15384615384,0,1,0,0,1,0
reverse-engineered stable approach,2022-08-14,2024-01-05,9472.45,0.5,podcast,b2b,paid,0.77,695134.9,685662.4500000001,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,12301.883116883118,1,0,1,1,1,0
streamlined homogeneous emulation,2022-08-22,2023-11-17,41792.48,0.83,podcast,b2c,promotion,0.28,760400.54,718608.06,2022,8,3,2023,11,4,Rendimiento medio,Rendimiento medio,149258.85714285713,0,1,0,0,1,0
face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,92997.45,0.94,podcast,b2b,referral,0.51,779020.93,686023.4800000001,2023,6,2,2023,10,4,Alto rendimiento,Alto rendimiento,182347.94117647057,0,1,1,0,0,0
cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,92913.24,0.16,podcast,b2c,paid,0.63,332706.37,239793.13,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,147481.33333333334,0,0,1,1,1,0
cross-platform empowering protocol,2022-10-13,2024-02-05,15036.97,0.72,social media,b2b,referral,0.66,408446.72,393409.75,2022,10,4,2024,2,1,Alto rendimiento,Alto rendimiento,22783.287878787876,0,1,1,0,1,0
robust maximized graphic interface,2022-09-17,2024-07-31,95291.59,0.3,social media,b2b,organic,0.27,804844.5,709552.91,2022,9,3,2024,7,3,Rendimiento medio,Rendimiento medio,352931.8148148148,0,0,0,0,1,0
reduced solution-oriented local area network,2022-10-18,2024-02-07,29617.85,0.94,podcast,b2b,paid,0.7,502557.55,472939.7,2022,10,4,2024,2,1,Alto rendimiento,Alto rendimiento,42311.21428571429,0,1,1,1,1,0
grass-roots multimedia hub,2022-08-07,2024-03-11,8752.77,0.21,email,b2c,paid,0.2,877263.89,868511.12,2022,8,3,2024,3,1,Bajo rendimiento,Bajo rendimiento,43763.85,1,0,0,1,1,0
inverse dedicated process improvement,2023-01-14,2023-12-20,41771.2,0.86,webinar,b2c,organic,0.7,888385.22,846614.02,2023,1,1,2023,12,4,Alto rendimiento,Alto rendimiento,59673.142857142855,0,1,1,0,1,0
networked impactful complexity,2022-11-13,2023-12-17,53289.5,0.63,webinar,b2c,referral,0.1,843984.33,790694.83,2022,11,4,2023,12,4,Rendimiento medio,Rendimiento medio,532895.0,0,1,0,0,1,0
re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,85490.69,0.33,podcast,b2c,referral,0.59,180847.3,95356.60999999999,2023,1,1,2024,7,3,Rendimiento medio,Rendimiento medio,144899.4745762712,0,0,1,0,1,0
operative heuristic middleware,2023-05-27,2023-08-28,95518.8,0.31,webinar,b2c,referral,0.46,396609.72,301090.92,2023,5,2,2023,8,3,Rendimiento medio,Rendimiento medio,207649.5652173913,0,0,0,0,0,0
seamless didactic algorithm,2022-09-06,2024-04-07,20179.61,0.31,webinar,b2b,promotion,0.46,327538.8,307359.19,2022,9,3,2024,4,2,Rendimiento medio,Rendimiento medio,43868.717391304344,0,0,0,0,1,0
multi-layered neutral productivity,2023-04-14,2024-03-17,15550.45,0.7,webinar,b2c,paid,0.23,860685.98,845135.53,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,67610.65217391304,0,1,0,1,1,0
enhanced systematic conglomeration,2023-06-06,2024-06-03,26004.11,0.82,email,b2b,organic,0.88,418291.72,392287.61,2023,6,2,2024,6,2,Alto rendimiento,Alto rendimiento,29550.125,0,1,1,0,1,0
customizable mission-critical projection,2022-09-05,2023-11-05,66562.1,0.6,email,b2b,promotion,0.6,762382.2,695820.1,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,110936.83333333334,0,0,1,0,1,0
future-proofed dynamic internet solution,2022-10-08,2023-10-20,8494.12,0.8,podcast,b2c,paid,0.93,208871.22,200377.1,2022,10,4,2023,10,4,Alto rendimiento,Alto rendimiento,9133.462365591398,1,1,1,1,1,0
realigned homogeneous support,2022-10-13,2024-03-03,24132.55,0.99,social media,b2c,paid,0.65,33543.21,9410.66,2022,10,4,2024,3,1,Alto rendimiento,Alto rendimiento,37127.0,0,1,1,1,1,0
enterprise-wide non-volatile projection,2023-03-05,2024-04-18,99324.9,0.63,email,b2b,organic,0.85,513550.65,414225.75,2023,3,1,2024,4,2,Alto rendimiento,Alto rendimiento,116852.82352941176,0,1,1,0,1,0
up-sized next generation portal,2022-11-14,2024-06-23,5702.93,0.34,social media,b2c,organic,0.88,951820.67,946117.74,2022,11,4,2024,6,2,Rendimiento medio,Rendimiento medio,6480.602272727273,1,0,1,0,1,0
stand-alone modular internet solution,2023-05-05,2023-08-17,11068.74,0.13,podcast,b2c,promotion,0.86,747080.9,736012.16,2023,5,2,2023,8,3,Rendimiento medio,Rendimiento medio,12870.627906976744,0,0,1,0,0,0
stand-alone composite matrix,2022-11-10,2023-12-19,47307.68,0.78,podcast,b2b,referral,0.85,777464.6,730156.9199999999,2022,11,4,2023,12,4,Alto rendimiento,Alto rendimiento,55656.09411764706,0,1,1,0,1,0
robust national process improvement,2023-07-07,2023-10-09,5211.43,0.2,social media,b2c,organic,0.89,439449.66,434238.23,2023,7,3,2023,10,4,Rendimiento medio,Rendimiento medio,5855.539325842697,1,0,1,0,0,0
intuitive analyzing contingency,2022-11-02,2023-10-29,66488.96,0.19,webinar,b2c,promotion,0.53,488511.76,422022.8,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,125450.86792452831,0,0,1,0,1,0
networked systemic toolset,2023-02-06,2023-09-12,41529.52,0.54,podcast,b2c,paid,0.79,926873.57,885344.0499999999,2023,2,1,2023,9,3,Rendimiento medio,Rendimiento medio,52569.01265822784,0,0,1,1,1,0
compatible content-based architecture,2023-02-05,2024-05-27,59471.38,0.6,email,b2b,paid,0.16,247589.89,188118.51,2023,2,1,2024,5,2,Rendimiento medio,Rendimiento medio,371696.125,0,0,0,1,1,0
universal uniform service-desk,2023-07-10,2024-05-16,37054.16,0.39,email,b2b,referral,0.6,5971.96,-31082.200000000004,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,61756.93333333334,0,0,1,0,1,0
programmable non-volatile encoding,2023-02-22,2023-08-21,46184.9,0.27,podcast,b2c,referral,0.2,870419.56,824234.66,2023,2,1,2023,8,3,Bajo rendimiento,Bajo rendimiento,230924.5,0,0,0,0,0,0
public-key logistical knowledgebase,2022-09-13,2024-07-25,35711.19,0.93,webinar,b2c,promotion,0.39,669747.7,634036.51,2022,9,3,2024,7,3,Rendimiento medio,Rendimiento medio,91567.15384615384,0,1,0,0,1,0
profit-focused next generation installation,2023-03-12,2024-07-30,16505.53,0.21,podcast,b2c,paid,0.29,401190.17,384684.64,2023,3,1,2024,7,3,Rendimiento medio,Rendimiento medio,56915.620689655174,0,0,0,1,1,0
right-sized transitional standardization,2023-02-06,2024-01-06,9929.8,0.97,email,b2c,promotion,0.65,970132.5,960202.7,2023,2,1,2024,1,1,Alto rendimiento,Alto rendimiento,15276.615384615383,1,1,1,0,1,0
quality-focused local methodology,2022-09-21,2023-12-27,11092.23,0.54,social media,b2c,paid,0.83,104296.76,93204.53,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,13364.132530120482,0,0,1,1,1,0
intuitive mobile focus group,2023-06-04,2024-02-12,56406.79,0.62,podcast,b2c,referral,0.7,149846.93,93440.13999999998,2023,6,2,2024,2,1,Alto rendimiento,Alto rendimiento,80581.12857142858,0,1,1,0,1,0
extended web-enabled approach,2023-01-23,2023-10-26,94020.1,0.73,social media,b2b,referral,0.47,253543.28,159523.18,2023,1,1,2023,10,4,Rendimiento medio,Rendimiento medio,200042.76595744683,0,1,0,0,1,0
configurable context-sensitive orchestration,2022-09-15,2024-05-22,45583.71,0.3,social media,b2c,organic,0.0,959198.9,913615.1900000001,2022,9,3,2024,5,2,Bajo rendimiento,Bajo rendimiento,inf,0,0,0,0,1,0
organized multi-state definition,2022-09-26,2023-11-22,94235.4,0.21,social media,b2b,promotion,0.16,138245.41,44010.01000000001,2022,9,3,2023,11,4,Bajo rendimiento,Bajo rendimiento,588971.25,0,0,0,0,1,0
horizontal systematic moderator,2023-06-30,2023-10-25,20557.58,0.16,webinar,b2b,promotion,0.8,851130.62,830573.04,2023,6,2,2023,10,4,Rendimiento medio,Rendimiento medio,25696.975000000002,0,0,1,0,0,0
reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,35179.9,0.28,webinar,b2b,referral,0.53,119499.36,84319.45999999999,2022,8,3,2023,10,4,Rendimiento medio,Rendimiento medio,66377.16981132075,0,0,1,0,1,0
versatile systematic flexibility,2023-05-16,2023-09-06,24546.35,0.81,webinar,b2c,promotion,0.14,415710.74,391164.39,2023,5,2,2023,9,3,Rendimiento medio,Rendimiento medio,175331.0714285714,0,1,0,0,0,0
sharable tangible structure,2022-09-22,2023-12-07,11545.73,0.43,social media,b2c,promotion,0.5,30036.66,18490.93,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,23091.46,0,0,0,0,1,0
enhanced optimizing time-frame,2022-11-06,2024-04-02,1378.61,0.15,email,b2b,organic,0.66,862862.99,861484.38,2022,11,4,2024,4,2,Rendimiento medio,Rendimiento medio,2088.80303030303,1,0,1,0,1,0
stand-alone zero-defect graphic interface,2023-01-09,2023-10-31,41687.29,0.31,social media,b2b,organic,0.97,306545.57,264858.28,2023,1,1,2023,10,4,Rendimiento medio,Rendimiento medio,42976.58762886598,0,0,1,0,1,0
intuitive 24hour flexibility,2023-05-22,2023-11-30,78922.22,0.6,podcast,b2c,organic,0.5,820394.15,741471.93,2023,5,2,2023,11,4,Rendimiento medio,Rendimiento medio,157844.44,0,0,0,0,1,0
profound heuristic solution,2022-09-03,2023-12-05,29965.35,0.55,email,b2b,organic,0.69,800087.39,770122.04,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,43428.04347826087,0,0,1,0,1,0
organized explicit pricing structure,2022-09-19,2023-11-10,44016.46,0.67,webinar,b2c,organic,0.46,516247.3,472230.83999999997,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,95687.95652173912,0,1,0,0,1,0
compatible local concept,2023-06-03,2024-03-09,79189.2,0.81,webinar,b2b,referral,0.15,9576.39,-69612.81,2023,6,2,2024,3,1,Rendimiento medio,Rendimiento medio,527928.0,0,1,0,0,1,0
business-focused directional instruction set,2023-06-21,2023-09-08,65347.8,0.74,podcast,b2b,promotion,0.8,868299.33,802951.5299999999,2023,6,2,2023,9,3,Alto rendimiento,Alto rendimiento,81684.75,0,1,1,0,0,0
up-sized foreground open system,2023-04-29,2024-05-08,64165.51,0.66,podcast,b2b,promotion,0.44,290264.87,226099.36,2023,4,2,2024,5,2,Rendimiento medio,Rendimiento medio,145830.70454545456,0,1,0,0,1,0
operative exuding process improvement,2023-05-29,2023-11-11,55991.95,0.15,social media,b2b,organic,0.72,972995.99,917004.04,2023,5,2,2023,11,4,Rendimiento medio,Rendimiento medio,77766.59722222222,0,0,1,0,0,0
ergonomic full-range workforce,2023-04-25,2024-03-13,88094.67,0.94,email,b2b,paid,0.24,295898.2,207803.53000000003,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,367061.125,0,1,0,1,1,0
down-sized object-oriented website,2022-11-16,2024-04-10,23030.51,0.4,social media,b2c,referral,0.9,14158.69,-8871.819999999998,2022,11,4,2024,4,2,Rendimiento medio,Rendimiento medio,25589.455555555553,0,0,1,0,1,0
fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,44207.35,0.79,social media,b2c,organic,0.51,865565.75,821358.4,2023,3,1,2024,4,2,Alto rendimiento,Alto rendimiento,86681.07843137255,0,1,1,0,1,0
user-centric intangible success,2023-01-09,2023-08-27,40594.89,0.94,email,b2c,referral,0.86,313328.51,272733.62,2023,1,1,2023,8,3,Alto rendimiento,Alto rendimiento,47203.36046511628,0,1,1,0,1,0
realigned zero administration intranet,2023-03-12,2023-11-29,55314.88,0.11,social media,b2b,paid,0.34,354396.83,299081.95,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,162690.82352941175,0,0,0,1,1,0
secured grid-enabled policy,2023-07-22,2023-08-27,91275.2,0.77,email,b2c,paid,0.38,761329.99,670054.79,2023,7,3,2023,8,3,Rendimiento medio,Rendimiento medio,240197.8947368421,0,1,0,1,0,0
sharable neutral array,2023-03-24,2024-06-15,67716.57,0.39,webinar,b2b,promotion,0.15,120441.4,52724.82999999999,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,451443.80000000005,0,0,0,0,1,0
universal global benchmark,2023-05-04,2024-03-13,15390.47,0.57,webinar,b2b,paid,0.72,289275.2,273884.73000000004,2023,5,2,2024,3,1,Rendimiento medio,Rendimiento medio,21375.652777777777,0,0,1,1,1,0
adaptive well-modulated extranet,2022-11-18,2023-08-09,71105.48,0.41,social media,b2c,promotion,0.9,242732.54,171627.06,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,79006.08888888889,0,0,1,0,1,0
robust tangible strategy,2023-05-16,2023-12-16,4459.25,0.95,webinar,b2c,paid,0.62,285414.63,280955.38,2023,5,2,2023,12,4,Alto rendimiento,Alto rendimiento,7192.3387096774195,1,1,1,1,1,0
versatile context-sensitive interface,2022-11-05,2023-10-29,30382.56,0.71,webinar,b2b,paid,0.95,441419.78,411037.22000000003,2022,11,4,2023,10,4,Alto rendimiento,Alto rendimiento,31981.64210526316,0,1,1,1,1,0
synergistic value-added help-desk,2023-04-01,2024-07-18,29527.93,0.85,social media,b2c,paid,0.61,142683.63,113155.70000000001,2023,4,2,2024,7,3,Alto rendimiento,Alto rendimiento,48406.442622950824,0,1,1,1,1,0
multi-channeled didactic process improvement,2022-12-31,2024-06-08,97339.13,0.5,email,b2b,organic,0.69,409395.67,312056.54,2022,12,4,2024,6,2,Rendimiento medio,Rendimiento medio,141071.20289855075,0,0,1,0,1,0
distributed stable emulation,2022-12-04,2024-03-19,38723.34,0.41,email,b2c,referral,0.22,122519.77,83796.43000000001,2022,12,4,2024,3,1,Rendimiento medio,Rendimiento medio,176015.1818181818,0,0,0,0,1,0
operative context-sensitive local area network,2022-08-31,2023-11-28,62234.75,0.51,email,b2b,promotion,0.84,640882.28,578647.53,2022,8,3,2023,11,4,Rendimiento medio,Rendimiento medio,74088.98809523809,0,0,1,0,1,0
seamless motivating infrastructure,2023-02-20,2023-10-20,63478.39,0.96,podcast,b2b,organic,0.28,563372.52,499894.13,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,226708.53571428568,0,1,0,0,1,0
switchable leadingedge alliance,2023-01-29,2024-07-28,93236.34,0.92,webinar,b2c,referral,0.85,545988.99,452752.65,2023,1,1,2024,7,3,Alto rendimiento,Alto rendimiento,109689.81176470588,0,1,1,0,1,0
multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,84718.25,0.98,social media,b2b,paid,0.97,76971.76,-7746.490000000005,2023,6,2,2024,7,3,Alto rendimiento,Alto rendimiento,87338.40206185567,0,1,1,1,1,0
inverse system-worthy utilization,2022-08-25,2023-08-15,17398.1,0.22,email,b2c,paid,0.6,36397.45,18999.35,2022,8,3,2023,8,3,Rendimiento medio,Rendimiento medio,28996.833333333332,0,0,1,1,1,0
extended next generation paradigm,2023-06-01,2024-01-26,78135.6,0.54,podcast,b2b,referral,0.11,551156.74,473021.14,2023,6,2,2024,1,1,Rendimiento medio,Rendimiento medio,710323.6363636365,0,0,0,0,1,0
customer-focused bifurcated service-desk,2023-04-08,2023-09-19,24769.6,0.65,social media,b2b,organic,0.9,161983.35,137213.75,2023,4,2,2023,9,3,Alto rendimiento,Alto rendimiento,27521.777777777774,0,1,1,0,0,0
extended tangible hierarchy,2022-08-02,2024-04-07,36943.95,0.63,social media,b2c,referral,0.46,135256.94,98312.99,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,80312.93478260869,0,1,0,0,1,0
down-sized systematic contingency,2023-05-14,2024-07-26,67417.39,0.15,podcast,b2c,paid,0.74,291171.32,223753.93,2023,5,2,2024,7,3,Rendimiento medio,Rendimiento medio,91104.58108108108,0,0,1,1,1,0
focused holistic installation,2022-12-13,2023-09-14,65008.76,0.15,podcast,b2b,paid,0.36,433912.4,368903.64,2022,12,4,2023,9,3,Rendimiento medio,Rendimiento medio,180579.8888888889,0,0,0,1,1,0
profound 24/7 parallelism,2023-06-21,2023-12-13,75478.5,0.15,social media,b2b,referral,0.34,372918.3,297439.8,2023,6,2,2023,12,4,Rendimiento medio,Rendimiento medio,221995.5882352941,0,0,0,0,0,0
ergonomic incremental utilization,2022-11-06,2024-06-01,30574.8,0.2,webinar,b2c,promotion,0.92,985934.77,955359.97,2022,11,4,2024,6,2,Rendimiento medio,Rendimiento medio,33233.47826086956,0,0,1,0,1,0
implemented actuating structure,2023-01-26,2024-05-11,73452.84,0.1,podcast,b2b,paid,0.83,870280.71,796827.87,2023,1,1,2024,5,2,Rendimiento medio,Rendimiento medio,88497.39759036145,0,0,1,1,1,0
optimized high-level ability,2023-04-22,2024-03-23,2113.42,0.97,email,b2c,paid,0.6,545164.59,543051.1699999999,2023,4,2,2024,3,1,Alto rendimiento,Alto rendimiento,3522.366666666667,1,1,1,1,1,0
up-sized eco-centric open architecture,2023-05-20,2023-08-22,43439.29,0.57,social media,b2b,paid,0.24,887646.91,844207.62,2023,5,2,2023,8,3,Rendimiento medio,Rendimiento medio,180997.0416666667,0,0,0,1,0,0
business-focused systematic graphical user interface,2023-01-25,2023-11-22,55795.59,0.37,social media,b2b,organic,0.7,678927.4,623131.81,2023,1,1,2023,11,4,Rendimiento medio,Rendimiento medio,79707.9857142857,0,0,1,0,1,0
up-sized maximized time-frame,2023-05-17,2024-06-24,7795.44,0.95,social media,b2b,organic,0.24,533292.53,525497.0900000001,2023,5,2,2024,6,2,Rendimiento medio,Rendimiento medio,32481.0,1,1,0,0,1,0
versatile explicit standardization,2023-05-08,2023-11-16,93728.56,0.87,webinar,b2b,paid,0.68,371660.32,277931.76,2023,5,2,2023,11,4,Alto rendimiento,Alto rendimiento,137836.1176470588,0,1,1,1,1,0
extended regional paradigm,2023-01-15,2023-09-09,61599.31,0.44,email,b2c,organic,0.3,510396.54,448797.23,2023,1,1,2023,9,3,Rendimiento medio,Rendimiento medio,205331.03333333333,0,0,0,0,1,0
multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,71582.81,0.51,email,b2b,paid,0.0,878650.2,807067.3899999999,2023,6,2,2024,4,2,Rendimiento medio,Rendimiento medio,inf,0,0,0,1,1,0
function-based 4thgeneration flexibility,2023-02-11,2024-04-20,40565.83,0.62,social media,b2c,promotion,0.11,90238.91,49673.08,2023,2,1,2024,4,2,Rendimiento medio,Rendimiento medio,368780.27272727276,0,1,0,0,1,0
stand-alone client-driven approach,2023-02-28,2023-10-05,8570.41,0.52,podcast,b2b,paid,0.71,864848.47,856278.0599999999,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,12071.0,1,0,1,1,1,0
balanced optimizing software,2023-04-10,2024-05-10,10297.36,0.95,podcast,b2b,paid,0.71,997657.18,987359.8200000001,2023,4,2,2024,5,2,Alto rendimiento,Alto rendimiento,14503.323943661973,0,1,1,1,1,0
de-engineered object-oriented framework,2022-10-01,2023-12-10,12624.62,0.31,social media,b2c,paid,0.51,490299.83,477675.21,2022,10,4,2023,12,4,Rendimiento medio,Rendimiento medio,24754.156862745098,0,0,1,1,1,0
multi-layered full-range throughput,2023-02-09,2024-03-01,71398.88,0.38,social media,b2b,paid,0.83,428690.2,357291.32,2023,2,1,2024,3,1,Rendimiento medio,Rendimiento medio,86022.74698795182,0,0,1,1,1,0
self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,95378.2,0.69,email,b2b,referral,0.91,744126.87,648748.67,2023,5,2,2024,7,3,Alto rendimiento,Alto rendimiento,104811.20879120879,0,1,1,0,1,0
object-based national standardization,2022-08-13,2023-10-06,95049.66,0.84,podcast,b2c,promotion,0.2,307444.6,212394.93999999997,2022,8,3,2023,10,4,Rendimiento medio,Rendimiento medio,475248.3,0,1,0,0,1,0
object-based leadingedge initiative,2023-03-01,2024-02-08,14254.9,0.8,podcast,b2c,promotion,0.31,373966.59,359711.69,2023,3,1,2024,2,1,Rendimiento medio,Rendimiento medio,45983.54838709677,0,1,0,0,1,0
sharable background circuit,2022-08-26,2024-06-15,39380.23,0.58,email,b2b,referral,0.99,878859.45,839479.22,2022,8,3,2024,6,2,Rendimiento medio,Rendimiento medio,39778.010101010106,0,0,1,0,1,0
synchronized national system engine,2023-01-18,2023-11-11,1223.82,0.71,social media,b2c,paid,0.3,768567.7,767343.88,2023,1,1,2023,11,4,Rendimiento medio,Rendimiento medio,4079.4,1,1,0,1,1,0
front-line attitude-oriented adapter,2023-01-07,2024-04-23,32575.19,0.9,webinar,b2c,referral,0.17,262152.11,229576.91999999998,2023,1,1,2024,4,2,Rendimiento medio,Rendimiento medio,191618.76470588232,0,1,0,0,1,0
grass-roots scalable framework,2023-02-16,2023-08-19,61978.1,0.39,social media,b2c,paid,0.77,108.21,-61869.89,2023,2,1,2023,8,3,Rendimiento medio,Rendimiento medio,80491.03896103895,0,0,1,1,1,0
networked zero administration array,2022-12-29,2023-12-13,62893.8,0.18,email,b2b,promotion,0.53,956677.1,893783.2999999999,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,118667.54716981133,0,0,1,0,1,0
visionary client-driven instruction set,2022-12-18,2023-11-09,80963.14,0.14,email,b2c,organic,0.7,520779.28,439816.14,2022,12,4,2023,11,4,Rendimiento medio,Rendimiento medio,115661.62857142858,0,0,1,0,1,0
seamless directional graphic interface,2022-08-27,2023-12-08,89833.97,0.6,email,b2c,promotion,0.42,533309.75,443475.78,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,213890.40476190476,0,0,0,0,1,0
innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,b2c,promotion,0.74,899416.78,820559.52,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,106563.86486486485,0,0,1,0,1,0
cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,b2c,organic,0.66,236497.1,193619.0,2023,4,2,2024,4,2,Rendimiento medio,Rendimiento medio,64966.81818181818,0,0,1,0,1,0
automated client-server contingency,2022-11-30,2023-12-20,27483.74,0.8,social media,b2b,organic,0.38,138657.81,111174.06999999999,2022,11,4,2023,12,4,Rendimiento medio,Rendimiento medio,72325.63157894737,0,1,0,0,1,0
enterprise-wide tangible secured line,2023-07-04,2024-05-30,32993.61,0.4,email,b2b,promotion,0.9,15015.31,-17978.300000000003,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,36659.566666666666,0,0,1,0,1,0
open-architected transitional framework,2022-10-02,2023-12-15,2568.1,0.44,podcast,b2c,organic,0.26,189403.95,186835.85,2022,10,4,2023,12,4,Rendimiento medio,Rendimiento medio,9877.307692307691,1,0,0,0,1,0
networked motivating graphic interface,2022-08-06,2024-04-23,9689.82,0.23,podcast,b2c,referral,0.31,570403.72,560713.9,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,31257.483870967742,1,0,0,0,1,0
balanced impactful collaboration,2022-09-07,2024-03-24,48068.29,0.96,social media,b2c,organic,0.13,749632.31,701564.02,2022,9,3,2024,3,1,Rendimiento medio,Rendimiento medio,369756.07692307694,0,1,0,0,1,0
phased clear-thinking matrix,2022-12-28,2024-06-24,41572.75,0.88,webinar,b2b,paid,0.4,745526.31,703953.56,2022,12,4,2024,6,2,Rendimiento medio,Rendimiento medio,103931.875,0,1,0,1,1,0
multi-channeled hybrid workforce,2022-12-27,2023-09-12,54998.51,0.46,email,b2b,promotion,0.44,328378.21,273379.7,2022,12,4,2023,9,3,Rendimiento medio,Rendimiento medio,124996.61363636365,0,0,0,0,1,0
up-sized dedicated workforce,2022-09-13,2024-05-21,26043.99,0.28,email,b2c,organic,0.25,990541.8,964497.81,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,104175.96,0,0,0,0,1,0
